"--I heard you were round, said Blazes Boylan.",i heard you were round said blazes boylan
"Then you have a beautiful calm without a cloud, smooth sea, placid, crew and cargo in smithereens, Davy Jones' locker, moon looking down so peaceful. Not my fault, old cockalorum.",then you have a beautiful calm without a cloud smooth sea placid crew and cargo in smithereens davy jones locker moon looking down so peaceful not my fault old cockalorum
"A last lonely candle wandered up the sky from Mirus bazaar in search of funds for Mercer's hospital and broke, drooping, and shed a cluster of violet but one white stars. They floated, fell: they faded. The shepherd's hour: the hour of folding: hour of tryst. From house to house, giving his everwelcome double knock, went the nine o'clock postman, the glowworm's lamp at his belt gleaming here and there through the laurel hedges. And among the five young trees a hoisted lintstock lit the lamp at Leahy's terrace. By screens of lighted windows, by equal gardens a shrill voice went crying, wailing: _Evening Telegraph, stop press edition! Result of the Gold Cup race!_ and from the door of Dignam's house a boy ran out and called. Twittering the bat flew here, flew there. Far out over the sands the coming surf crept, grey. Howth settled for slumber, tired of long days, of yumyum rhododendrons (he was old) and felt gladly the night breeze lift, ruffle his fell of ferns. He lay but opened a red eye unsleeping, deep and slowly breathing, slumberous but awake. And far on Kish bank the anchored lightship twinkled, winked at Mr Bloom.",a last lonely candle wandered up the sky from mirus bazaar in search of funds for mercers hospital and broke drooping and shed a cluster of violet but one white stars they floated fell they faded the shepherds hour the hour of folding hour of tryst from house to house giving his everwelcome double knock went the nine oclock postman the glowworms lamp at his belt gleaming here and there through the laurel hedges and among the five young trees a hoisted lintstock lit the lamp at leahys terrace by screens of lighted windows by equal gardens a shrill voice went crying wailing evening telegraph stop press edition result of the gold cup race and from the door of dignams house a boy ran out and called twittering the bat flew here flew there far out over the sands the coming surf crept grey howth settled for slumber tired of long days of yumyum rhododendrons he was old and felt gladly the night breeze lift ruffle his fell of ferns he lay but opened a red eye unsleeping deep and slowly breathing slumberous but awake and far on kish bank the anchored lightship twinkled winked at mr bloom
"Life those chaps out there must have, stuck in the same spot. Irish Lights board. Penance for their sins. Coastguards too. Rocket and breeches buoy and lifeboat. Day we went out for the pleasure cruise in the Erin's King, throwing them the sack of old papers. Bears in the zoo. Filthy trip. Drunkards out to shake up their livers. Puking overboard to feed the herrings. Nausea. And the women, fear of God in their faces. Milly, no sign of funk. Her blue scarf loose, laughing. Don't know what death is at that age. And then their stomachs clean. But being lost they fear. When we hid behind the tree at Crumlin. I didn't want to. Mamma! Mamma! Babes in the wood. Frightening them with masks too. Throwing them up in the air to catch them. I'll murder you. Is it only half fun? Or children playing battle. Whole earnest. How can people aim guns at each other. Sometimes they go off. Poor kids! Only troubles wildfire and nettlerash. Calomel purge I got her for that. After getting better asleep with Molly. Very same teeth she has. What do they love? Another themselves? But the morning she chased her with the umbrella. Perhaps so as not to hurt. I felt her pulse. Ticking. Little hand it was: now big. Dearest Papli. All that the hand says when you touch. Loved to count my waistcoat buttons. Her first stays I remember. Made me laugh to see. Little paps to begin with. Left one is more sensitive, I think. Mine too. Nearer the heart? Padding themselves out if fat is in fashion. Her growing pains at night, calling, wakening me. Frightened she was when her nature came on her first. Poor child! Strange moment for the mother too. Brings back her girlhood. Gibraltar. Looking from Buena Vista. O'Hara's tower. The seabirds screaming. Old Barbary ape that gobbled all his family. Sundown, gunfire for the men to cross the lines. Looking out over the sea she told me. Evening like this, but clear, no clouds. I always thought I'd marry a lord or a rich gentleman coming with a private yacht. _Buenas noches, señorita. El hombre ama la muchacha hermosa_. Why me? Because you were so foreign from the others.",life those chaps out there must have stuck in the same spot irish lights board penance for their sins coastguards too rocket and breeches buoy and lifeboat day we went out for the pleasure cruise in the erins king throwing them the sack of old papers bears in the zoo filthy trip drunkards out to shake up their livers puking overboard to feed the herrings nausea and the women fear of god in their faces milly no sign of funk her blue scarf loose laughing dont know what death is at that age and then their stomachs clean but being lost they fear when we hid behind the tree at crumlin i didnt want to mamma mamma babes in the wood frightening them with masks too throwing them up in the air to catch them ill murder you is it only half fun or children playing battle whole earnest how can people aim guns at each other sometimes they go off poor kids only troubles wildfire and nettlerash calomel purge i got her for that after getting better asleep with molly very same teeth she has what do they love another themselves but the morning she chased her with the umbrella perhaps so as not to hurt i felt her pulse ticking little hand it was now big dearest papli all that the hand says when you touch loved to count my waistcoat buttons her first stays i remember made me laugh to see little paps to begin with left one is more sensitive i think mine too nearer the heart padding themselves out if fat is in fashion her growing pains at night calling wakening me frightened she was when her nature came on her first poor child strange moment for the mother too brings back her girlhood gibraltar looking from buena vista oharas tower the seabirds screaming old barbary ape that gobbled all his family sundown gunfire for the men to cross the lines looking out over the sea she told me evening like this but clear no clouds i always thought id marry a lord or a rich gentleman coming with a private yacht buenas noches seorita el hombre ama la muchacha hermosa why me because you were so foreign from the others
"Better not stick here all night like a limpet. This weather makes you dull. Must be getting on for nine by the light. Go home. Too late for _Leah, Lily of Killarney._ No. Might be still up. Call to the hospital to see. Hope she's over. Long day I've had. Martha, the bath, funeral, house of Keyes, museum with those goddesses, Dedalus' song. Then that bawler in Barney Kiernan's. Got my own back there. Drunken ranters what I said about his God made him wince. Mistake to hit back. Or? No. Ought to go home and laugh at themselves. Always want to be swilling in company. Afraid to be alone like a child of two. Suppose he hit me. Look at it other way round. Not so bad then. Perhaps not to hurt he meant. Three cheers for Israel. Three cheers for the sister-in-law he hawked about, three fangs in her mouth. Same style of beauty. Particularly nice old party for a cup of tea. The sister of the wife of the wild man of Borneo has just come to town. Imagine that in the early morning at close range. Everyone to his taste as Morris said when he kissed the cow. But Dignam's put the boots on it. Houses of mourning so depressing because you never know. Anyhow she wants the money. Must call to those Scottish Widows as I promised. Strange name. Takes it for granted we're going to pop off first. That widow on Monday was it outside Cramer's that looked at me. Buried the poor husband but progressing favourably on the premium. Her widow's mite. Well? What do you expect her to do? Must wheedle her way along. Widower I hate to see. Looks so forlorn. Poor man O'Connor wife and five children poisoned by mussels here. The sewage. Hopeless. Some good matronly woman in a porkpie hat to mother him. Take him in tow, platter face and a large apron. Ladies' grey flannelette bloomers, three shillings a pair, astonishing bargain. Plain and loved, loved for ever, they say. Ugly: no woman thinks she is. Love, lie and be handsome for tomorrow we die. See him sometimes walking about trying to find out who played the trick. U. p: up. Fate that is. He, not me. Also a shop often noticed. Curse seems to dog it. Dreamt last night? Wait. Something confused. She had red slippers on. Turkish. Wore the breeches. Suppose she does? Would I like her in pyjamas? Damned hard to answer. Nannetti's gone. Mailboat. Near Holyhead by now. Must nail that ad of Keyes's. Work Hynes and Crawford. Petticoats for Molly. She has something to put in them. What's that? Might be money.",better not stick here all night like a limpet this weather makes you dull must be getting on for nine by the light go home too late for leah lily of killarney no might be still up call to the hospital to see hope shes over long day ive had martha the bath funeral house of keyes museum with those goddesses dedalus song then that bawler in barney kiernans got my own back there drunken ranters what i said about his god made him wince mistake to hit back or no ought to go home and laugh at themselves always want to be swilling in company afraid to be alone like a child of two suppose he hit me look at it other way round not so bad then perhaps not to hurt he meant three cheers for israel three cheers for the sisterinlaw he hawked about three fangs in her mouth same style of beauty particularly nice old party for a cup of tea the sister of the wife of the wild man of borneo has just come to town imagine that in the early morning at close range everyone to his taste as morris said when he kissed the cow but dignams put the boots on it houses of mourning so depressing because you never know anyhow she wants the money must call to those scottish widows as i promised strange name takes it for granted were going to pop off first that widow on monday was it outside cramers that looked at me buried the poor husband but progressing favourably on the premium her widows mite well what do you expect her to do must wheedle her way along widower i hate to see looks so forlorn poor man oconnor wife and five children poisoned by mussels here the sewage hopeless some good matronly woman in a porkpie hat to mother him take him in tow platter face and a large apron ladies grey flannelette bloomers three shillings a pair astonishing bargain plain and loved loved for ever they say ugly no woman thinks she is love lie and be handsome for tomorrow we die see him sometimes walking about trying to find out who played the trick u p up fate that is he not me also a shop often noticed curse seems to dog it dreamt last night wait something confused she had red slippers on turkish wore the breeches suppose she does would i like her in pyjamas damned hard to answer nannettis gone mailboat near holyhead by now must nail that ad of keyess work hynes and crawford petticoats for molly she has something to put in them whats that might be money
"Mr Bloom stooped and turned over a piece of paper on the strand. He brought it near his eyes and peered. Letter? No. Can't read. Better go. Better. I'm tired to move. Page of an old copybook. All those holes and pebbles. Who could count them? Never know what you find. Bottle with story of a treasure in it, thrown from a wreck. Parcels post. Children always want to throw things in the sea. Trust? Bread cast on the waters. What's this? Bit of stick.",mr bloom stooped and turned over a piece of paper on the strand he brought it near his eyes and peered letter no cant read better go better im tired to move page of an old copybook all those holes and pebbles who could count them never know what you find bottle with story of a treasure in it thrown from a wreck parcels post children always want to throw things in the sea trust bread cast on the waters whats this bit of stick
O! Exhausted that female has me. Not so young now. Will she come here tomorrow? Wait for her somewhere for ever. Must come back. Murderers do. Will I?,o exhausted that female has me not so young now will she come here tomorrow wait for her somewhere for ever must come back murderers do will i
Mr Bloom with his stick gently vexed the thick sand at his foot. Write a message for her. Might remain. What?,mr bloom with his stick gently vexed the thick sand at his foot write a message for her might remain what
I.,i
"Some flatfoot tramp on it in the morning. Useless. Washed away. Tide comes here. Saw a pool near her foot. Bend, see my face there, dark mirror, breathe on it, stirs. All these rocks with lines and scars and letters. O, those transparent! Besides they don't know. What is the meaning of that other world. I called you naughty boy because I do not like.",some flatfoot tramp on it in the morning useless washed away tide comes here saw a pool near her foot bend see my face there dark mirror breathe on it stirs all these rocks with lines and scars and letters o those transparent besides they dont know what is the meaning of that other world i called you naughty boy because i do not like
AM. A.,am a
No room. Let it go.,no room let it go
Mr Bloom effaced the letters with his slow boot. Hopeless thing sand. Nothing grows in it. All fades. No fear of big vessels coming up here. Except Guinness's barges. Round the Kish in eighty days. Done half by design.,mr bloom effaced the letters with his slow boot hopeless thing sand nothing grows in it all fades no fear of big vessels coming up here except guinnesss barges round the kish in eighty days done half by design
"He flung his wooden pen away. The stick fell in silted sand, stuck. Now if you were trying to do that for a week on end you couldn't. Chance. We'll never meet again. But it was lovely. Goodbye, dear. Thanks. Made me feel so young.",he flung his wooden pen away the stick fell in silted sand stuck now if you were trying to do that for a week on end you couldnt chance well never meet again but it was lovely goodbye dear thanks made me feel so young
"Short snooze now if I had. Must be near nine. Liverpool boat long gone.. Not even the smoke. And she can do the other. Did too. And Belfast. I won't go. Race there, race back to Ennis. Let him. Just close my eyes a moment. Won't sleep, though. Half dream. It never comes the same. Bat again. No harm in him. Just a few.",short snooze now if i had must be near nine liverpool boat long gone not even the smoke and she can do the other did too and belfast i wont go race there race back to ennis let him just close my eyes a moment wont sleep though half dream it never comes the same bat again no harm in him just a few
O sweety all your little girlwhite up I saw dirty bracegirdle made me do love sticky we two naughty Grace darling she him half past the bed met him pike hoses frillies for Raoul de perfume your wife black hair heave under embon _señorita_ young eyes Mulvey plump bubs me breadvan Winkle red slippers she rusty sleep wander years of dreams return tail end Agendath swoony lovey showed me her next year in drawers return next in her next her next.,o sweety all your little girlwhite up i saw dirty bracegirdle made me do love sticky we two naughty grace darling she him half past the bed met him pike hoses frillies for raoul de perfume your wife black hair heave under embon seorita young eyes mulvey plump bubs me breadvan winkle red slippers she rusty sleep wander years of dreams return tail end agendath swoony lovey showed me her next year in drawers return next in her next her next
"A bat flew. Here. There. Here. Far in the grey a bell chimed. Mr Bloom with open mouth, his left boot sanded sideways, leaned, breathed. Just for a few",a bat flew here there here far in the grey a bell chimed mr bloom with open mouth his left boot sanded sideways leaned breathed just for a few
     _Cuckoo      Cuckoo      Cuckoo._, cuckoo cuckoo cuckoo
The clock on the mantelpiece in the priest's house cooed where Canon O'Hanlon and Father Conroy and the reverend John Hughes S. J. were taking tea and sodabread and butter and fried mutton chops with catsup and talking about,the clock on the mantelpiece in the priests house cooed where canon ohanlon and father conroy and the reverend john hughes s j were taking tea and sodabread and butter and fried mutton chops with catsup and talking about
     _Cuckoo      Cuckoo      Cuckoo._, cuckoo cuckoo cuckoo
"Because it was a little canarybird that came out of its little house to tell the time that Gerty MacDowell noticed the time she was there because she was as quick as anything about a thing like that, was Gerty MacDowell, and she noticed at once that that foreign gentleman that was sitting on the rocks looking was",because it was a little canarybird that came out of its little house to tell the time that gerty macdowell noticed the time she was there because she was as quick as anything about a thing like that was gerty macdowell and she noticed at once that that foreign gentleman that was sitting on the rocks looking was
     _Cuckoo      Cuckoo      Cuckoo._, cuckoo cuckoo cuckoo
 Deshil Holles Eamus. Deshil Holles Eamus. Deshil Holles Eamus., deshil holles eamus deshil holles eamus deshil holles eamus
"Send us bright one, light one, Horhorn, quickening and wombfruit. Send us bright one, light one, Horhorn, quickening and wombfruit. Send us bright one, light one, Horhorn, quickening and wombfruit.",send us bright one light one horhorn quickening and wombfruit send us bright one light one horhorn quickening and wombfruit send us bright one light one horhorn quickening and wombfruit
Hoopsa boyaboy hoopsa! Hoopsa boyaboy hoopsa! Hoopsa boyaboy hoopsa!,hoopsa boyaboy hoopsa hoopsa boyaboy hoopsa hoopsa boyaboy hoopsa
Universally that person's acumen is esteemed very little perceptive concerning whatsoever matters are being held as most profitably by mortals with sapience endowed to be studied who is ignorant of that which the most in doctrine erudite and certainly by reason of that in them high mind's ornament deserving of veneration constantly maintain when by general consent they affirm that other circumstances being equal by no exterior splendour is the prosperity of a nation more efficaciously asserted than by the measure of how far forward may have progressed the tribute of its solicitude for that proliferent continuance which of evils the original if it be absent when fortunately present constitutes the certain sign of omnipotent nature's incorrupted benefaction. For who is there who anything of some significance has apprehended but is conscious that that exterior splendour may be the surface of a downwardtending lutulent reality or on the contrary anyone so is there unilluminated as not to perceive that as no nature's boon can contend against the bounty of increase so it behoves every most just citizen to become the exhortator and admonisher of his semblables and to tremble lest what had in the past been by the nation excellently commenced might be in the future not with similar excellence accomplished if an inverecund habit shall have gradually traduced the honourable by ancestors transmitted customs to that thither of profundity that that one was audacious excessively who would have the hardihood to rise affirming that no more odious offence can for anyone be than to oblivious neglect to consign that evangel simultaneously command and promise which on all mortals with prophecy of abundance or with diminution's menace that exalted of reiteratedly procreating function ever irrevocably enjoined?,universally that persons acumen is esteemed very little perceptive concerning whatsoever matters are being held as most profitably by mortals with sapience endowed to be studied who is ignorant of that which the most in doctrine erudite and certainly by reason of that in them high minds ornament deserving of veneration constantly maintain when by general consent they affirm that other circumstances being equal by no exterior splendour is the prosperity of a nation more efficaciously asserted than by the measure of how far forward may have progressed the tribute of its solicitude for that proliferent continuance which of evils the original if it be absent when fortunately present constitutes the certain sign of omnipotent natures incorrupted benefaction for who is there who anything of some significance has apprehended but is conscious that that exterior splendour may be the surface of a downwardtending lutulent reality or on the contrary anyone so is there unilluminated as not to perceive that as no natures boon can contend against the bounty of increase so it behoves every most just citizen to become the exhortator and admonisher of his semblables and to tremble lest what had in the past been by the nation excellently commenced might be in the future not with similar excellence accomplished if an inverecund habit shall have gradually traduced the honourable by ancestors transmitted customs to that thither of profundity that that one was audacious excessively who would have the hardihood to rise affirming that no more odious offence can for anyone be than to oblivious neglect to consign that evangel simultaneously command and promise which on all mortals with prophecy of abundance or with diminutions menace that exalted of reiteratedly procreating function ever irrevocably enjoined
"It is not why therefore we shall wonder if, as the best historians relate, among the Celts, who nothing that was not in its nature admirable admired, the art of medicine shall have been highly honoured. Not to speak of hostels, leperyards, sweating chambers, plaguegraves, their greatest doctors, the O'Shiels, the O'Hickeys, the O'Lees, have sedulously set down the divers methods by which the sick and the relapsed found again health whether the malady had been the trembling withering or loose boyconnell flux. Certainly in every public work which in it anything of gravity contains preparation should be with importance commensurate and therefore a plan was by them adopted (whether by having preconsidered or as the maturation of experience it is difficult in being said which the discrepant opinions of subsequent inquirers are not up to the present congrued to render manifest) whereby maternity was so far from all accident possibility removed that whatever care the patient in that all hardest of woman hour chiefly required and not solely for the copiously opulent but also for her who not being sufficiently moneyed scarcely and often not even scarcely could subsist valiantly and for an inconsiderable emolument was provided.",it is not why therefore we shall wonder if as the best historians relate among the celts who nothing that was not in its nature admirable admired the art of medicine shall have been highly honoured not to speak of hostels leperyards sweating chambers plaguegraves their greatest doctors the oshiels the ohickeys the olees have sedulously set down the divers methods by which the sick and the relapsed found again health whether the malady had been the trembling withering or loose boyconnell flux certainly in every public work which in it anything of gravity contains preparation should be with importance commensurate and therefore a plan was by them adopted whether by having preconsidered or as the maturation of experience it is difficult in being said which the discrepant opinions of subsequent inquirers are not up to the present congrued to render manifest whereby maternity was so far from all accident possibility removed that whatever care the patient in that all hardest of woman hour chiefly required and not solely for the copiously opulent but also for her who not being sufficiently moneyed scarcely and often not even scarcely could subsist valiantly and for an inconsiderable emolument was provided
"To her nothing already then and thenceforward was anyway able to be molestful for this chiefly felt all citizens except with proliferent mothers prosperity at all not to can be and as they had received eternity gods mortals generation to befit them her beholding, when the case was so hoving itself, parturient in vehicle thereward carrying desire immense among all one another was impelling on of her to be received into that domicile. O thing of prudent nation not merely in being seen but also even in being related worthy of being praised that they her by anticipation went seeing mother, that she by them suddenly to be about to be cherished had been begun she felt!",to her nothing already then and thenceforward was anyway able to be molestful for this chiefly felt all citizens except with proliferent mothers prosperity at all not to can be and as they had received eternity gods mortals generation to befit them her beholding when the case was so hoving itself parturient in vehicle thereward carrying desire immense among all one another was impelling on of her to be received into that domicile o thing of prudent nation not merely in being seen but also even in being related worthy of being praised that they her by anticipation went seeing mother that she by them suddenly to be about to be cherished had been begun she felt
"Before born bliss babe had. Within womb won he worship. Whatever in that one case done commodiously done was. A couch by midwives attended with wholesome food reposeful, cleanest swaddles as though forthbringing were now done and by wise foresight set: but to this no less of what drugs there is need and surgical implements which are pertaining to her case not omitting aspect of all very distracting spectacles in various latitudes by our terrestrial orb offered together with images, divine and human, the cogitation of which by sejunct females is to tumescence conducive or eases issue in the high sunbright wellbuilt fair home of mothers when, ostensibly far gone and reproductitive, it is come by her thereto to lie in, her term up.",before born bliss babe had within womb won he worship whatever in that one case done commodiously done was a couch by midwives attended with wholesome food reposeful cleanest swaddles as though forthbringing were now done and by wise foresight set but to this no less of what drugs there is need and surgical implements which are pertaining to her case not omitting aspect of all very distracting spectacles in various latitudes by our terrestrial orb offered together with images divine and human the cogitation of which by sejunct females is to tumescence conducive or eases issue in the high sunbright wellbuilt fair home of mothers when ostensibly far gone and reproductitive it is come by her thereto to lie in her term up
Some man that wayfaring was stood by housedoor at night's oncoming. Of Israel's folk was that man that on earth wandering far had fared. Stark ruth of man his errand that him lone led till that house.,some man that wayfaring was stood by housedoor at nights oncoming of israels folk was that man that on earth wandering far had fared stark ruth of man his errand that him lone led till that house
"Of that house A. Horne is lord. Seventy beds keeps he there teeming mothers are wont that they lie for to thole and bring forth bairns hale so God's angel to Mary quoth. Watchers tway there walk, white sisters in ward sleepless. Smarts they still, sickness soothing: in twelve moons thrice an hundred. Truest bedthanes they twain are, for Horne holding wariest ward.",of that house a horne is lord seventy beds keeps he there teeming mothers are wont that they lie for to thole and bring forth bairns hale so gods angel to mary quoth watchers tway there walk white sisters in ward sleepless smarts they still sickness soothing in twelve moons thrice an hundred truest bedthanes they twain are for horne holding wariest ward
"In ward wary the watcher hearing come that man mildhearted eft rising with swire ywimpled to him her gate wide undid. Lo, levin leaping lightens in eyeblink Ireland's westward welkin. Full she drad that God the Wreaker all mankind would fordo with water for his evil sins. Christ's rood made she on breastbone and him drew that he would rathe infare under her thatch. That man her will wotting worthful went in Horne's house.",in ward wary the watcher hearing come that man mildhearted eft rising with swire ywimpled to him her gate wide undid lo levin leaping lightens in eyeblink irelands westward welkin full she drad that god the wreaker all mankind would fordo with water for his evil sins christs rood made she on breastbone and him drew that he would rathe infare under her thatch that man her will wotting worthful went in hornes house
"Loth to irk in Horne's hall hat holding the seeker stood. On her stow he ere was living with dear wife and lovesome daughter that then over land and seafloor nine years had long outwandered. Once her in townhithe meeting he to her bow had not doffed. Her to forgive now he craved with good ground of her allowed that that of him swiftseen face, hers, so young then had looked. Light swift her eyes kindled, bloom of blushes his word winning.",loth to irk in hornes hall hat holding the seeker stood on her stow he ere was living with dear wife and lovesome daughter that then over land and seafloor nine years had long outwandered once her in townhithe meeting he to her bow had not doffed her to forgive now he craved with good ground of her allowed that that of him swiftseen face hers so young then had looked light swift her eyes kindled bloom of blushes his word winning
"As her eyes then ongot his weeds swart therefor sorrow she feared. Glad after she was that ere adread was. Her he asked if O'Hare Doctor tidings sent from far coast and she with grameful sigh him answered that O'Hare Doctor in heaven was. Sad was the man that word to hear that him so heavied in bowels ruthful. All she there told him, ruing death for friend so young, algate sore unwilling God's rightwiseness to withsay. She said that he had a fair sweet death through God His goodness with masspriest to be shriven, holy housel and sick men's oil to his limbs. The man then right earnest asked the nun of which death the dead man was died and the nun answered him and said that he was died in Mona Island through bellycrab three year agone come Childermas and she prayed to God the Allruthful to have his dear soul in his undeathliness. He heard her sad words, in held hat sad staring. So stood they there both awhile in wanhope sorrowing one with other.",as her eyes then ongot his weeds swart therefor sorrow she feared glad after she was that ere adread was her he asked if ohare doctor tidings sent from far coast and she with grameful sigh him answered that ohare doctor in heaven was sad was the man that word to hear that him so heavied in bowels ruthful all she there told him ruing death for friend so young algate sore unwilling gods rightwiseness to withsay she said that he had a fair sweet death through god his goodness with masspriest to be shriven holy housel and sick mens oil to his limbs the man then right earnest asked the nun of which death the dead man was died and the nun answered him and said that he was died in mona island through bellycrab three year agone come childermas and she prayed to god the allruthful to have his dear soul in his undeathliness he heard her sad words in held hat sad staring so stood they there both awhile in wanhope sorrowing one with other
"Therefore, everyman, look to that last end that is thy death and the dust that gripeth on every man that is born of woman for as he came naked forth from his mother's womb so naked shall he wend him at the last for to go as he came.",therefore everyman look to that last end that is thy death and the dust that gripeth on every man that is born of woman for as he came naked forth from his mothers womb so naked shall he wend him at the last for to go as he came
The man that was come in to the house then spoke to the nursingwoman and he asked her how it fared with the woman that lay there in childbed. The nursingwoman answered him and said that that woman was in throes now full three days and that it would be a hard birth unneth to bear but that now in a little it would be. She said thereto that she had seen many births of women but never was none so hard as was that woman's birth. Then she set it all forth to him for because she knew the man that time was had lived nigh that house. The man hearkened to her words for he felt with wonder women's woe in the travail that they have of motherhood and he wondered to look on her face that was a fair face for any man to see but yet was she left after long years a handmaid. Nine twelve bloodflows chiding her childless.,the man that was come in to the house then spoke to the nursingwoman and he asked her how it fared with the woman that lay there in childbed the nursingwoman answered him and said that that woman was in throes now full three days and that it would be a hard birth unneth to bear but that now in a little it would be she said thereto that she had seen many births of women but never was none so hard as was that womans birth then she set it all forth to him for because she knew the man that time was had lived nigh that house the man hearkened to her words for he felt with wonder womens woe in the travail that they have of motherhood and he wondered to look on her face that was a fair face for any man to see but yet was she left after long years a handmaid nine twelve bloodflows chiding her childless
And whiles they spake the door of the castle was opened and there nighed them a mickle noise as of many that sat there at meat. And there came against the place as they stood a young learningknight yclept Dixon. And the traveller Leopold was couth to him sithen it had happed that they had had ado each with other in the house of misericord where this learningknight lay by cause the traveller Leopold came there to be healed for he was sore wounded in his breast by a spear wherewith a horrible and dreadful dragon was smitten him for which he did do make a salve of volatile salt and chrism as much as he might suffice. And he said now that he should go in to that castle for to make merry with them that were there. And the traveller Leopold said that he should go otherwhither for he was a man of cautels and a subtile. Also the lady was of his avis and repreved the learningknight though she trowed well that the traveller had said thing that was false for his subtility. But the learningknight would not hear say nay nor do her mandement ne have him in aught contrarious to his list and he said how it was a marvellous castle. And the traveller Leopold went into the castle for to rest him for a space being sore of limb after many marches environing in divers lands and sometime venery.,and whiles they spake the door of the castle was opened and there nighed them a mickle noise as of many that sat there at meat and there came against the place as they stood a young learningknight yclept dixon and the traveller leopold was couth to him sithen it had happed that they had had ado each with other in the house of misericord where this learningknight lay by cause the traveller leopold came there to be healed for he was sore wounded in his breast by a spear wherewith a horrible and dreadful dragon was smitten him for which he did do make a salve of volatile salt and chrism as much as he might suffice and he said now that he should go in to that castle for to make merry with them that were there and the traveller leopold said that he should go otherwhither for he was a man of cautels and a subtile also the lady was of his avis and repreved the learningknight though she trowed well that the traveller had said thing that was false for his subtility but the learningknight would not hear say nay nor do her mandement ne have him in aught contrarious to his list and he said how it was a marvellous castle and the traveller leopold went into the castle for to rest him for a space being sore of limb after many marches environing in divers lands and sometime venery
And in the castle was set a board that was of the birchwood of Finlandy and it was upheld by four dwarfmen of that country but they durst not move more for enchantment. And on this board were frightful swords and knives that are made in a great cavern by swinking demons out of white flames that they fix then in the horns of buffalos and stags that there abound marvellously. And there were vessels that are wrought by magic of Mahound out of seasand and the air by a warlock with his breath that he blases in to them like to bubbles. And full fair cheer and rich was on the board that no wight could devise a fuller ne richer. And there was a vat of silver that was moved by craft to open in the which lay strange fishes withouten heads though misbelieving men nie that this be possible thing without they see it natheless they are so. And these fishes lie in an oily water brought there from Portugal land because of the fatness that therein is like to the juices of the olivepress. And also it was a marvel to see in that castle how by magic they make a compost out of fecund wheatkidneys out of Chaldee that by aid of certain angry spirits that they do in to it swells up wondrously like to a vast mountain. And they teach the serpents there to entwine themselves up on long sticks out of the ground and of the scales of these serpents they brew out a brewage like to mead.,and in the castle was set a board that was of the birchwood of finlandy and it was upheld by four dwarfmen of that country but they durst not move more for enchantment and on this board were frightful swords and knives that are made in a great cavern by swinking demons out of white flames that they fix then in the horns of buffalos and stags that there abound marvellously and there were vessels that are wrought by magic of mahound out of seasand and the air by a warlock with his breath that he blases in to them like to bubbles and full fair cheer and rich was on the board that no wight could devise a fuller ne richer and there was a vat of silver that was moved by craft to open in the which lay strange fishes withouten heads though misbelieving men nie that this be possible thing without they see it natheless they are so and these fishes lie in an oily water brought there from portugal land because of the fatness that therein is like to the juices of the olivepress and also it was a marvel to see in that castle how by magic they make a compost out of fecund wheatkidneys out of chaldee that by aid of certain angry spirits that they do in to it swells up wondrously like to a vast mountain and they teach the serpents there to entwine themselves up on long sticks out of the ground and of the scales of these serpents they brew out a brewage like to mead
And the learning knight let pour for childe Leopold a draught and halp thereto the while all they that were there drank every each. And childe Leopold did up his beaver for to pleasure him and took apertly somewhat in amity for he never drank no manner of mead which he then put by and anon full privily he voided the more part in his neighbour glass and his neighbour nist not of this wile. And he sat down in that castle with them for to rest him there awhile. Thanked be Almighty God.,and the learning knight let pour for childe leopold a draught and halp thereto the while all they that were there drank every each and childe leopold did up his beaver for to pleasure him and took apertly somewhat in amity for he never drank no manner of mead which he then put by and anon full privily he voided the more part in his neighbour glass and his neighbour nist not of this wile and he sat down in that castle with them for to rest him there awhile thanked be almighty god
