"Valise tack again. By the way no harm. I'm off that, thanks.",valise tack again by the way no harm im off that thanks
Mr Bloom turned his largelidded eyes with unhasty friendliness.,mr bloom turned his largelidded eyes with unhasty friendliness
"--My wife too, he said. She's going to sing at a swagger affair in the Ulster Hall, Belfast, on the twenty-fifth.",my wife too he said shes going to sing at a swagger affair in the ulster hall belfast on the twentyfifth
"--That so? M'Coy said. Glad to hear that, old man. Who's getting it up?",that so mcoy said glad to hear that old man whos getting it up
Mrs Marion Bloom. Not up yet. Queen was in her bedroom eating bread and. No book. Blackened court cards laid along her thigh by sevens. Dark lady and fair man. Letter. Cat furry black ball. Torn strip of envelope.,mrs marion bloom not up yet queen was in her bedroom eating bread and no book blackened court cards laid along her thigh by sevens dark lady and fair man letter cat furry black ball torn strip of envelope
     _Love's      Old      Sweet      Song      Comes lo-ove's old..._, loves old sweet song comes looves old
"--It's a kind of a tour, don't you see, Mr Bloom said thoughtfully. _Sweeeet song_. There's a committee formed. Part shares and part profits.",its a kind of a tour dont you see mr bloom said thoughtfully sweeeet song theres a committee formed part shares and part profits
"M'Coy nodded, picking at his moustache stubble.",mcoy nodded picking at his moustache stubble
"--O, well, he said. That's good news.",o well he said thats good news
He moved to go.,he moved to go
"--Well, glad to see you looking fit, he said. Meet you knocking around.",well glad to see you looking fit he said meet you knocking around
"--Yes, Mr Bloom said.",yes mr bloom said
"--Tell you what, M'Coy said. You might put down my name at the funeral, will you? I'd like to go but I mightn't be able, you see. There's a drowning case at Sandycove may turn up and then the coroner and myself would have to go down if the body is found. You just shove in my name if I'm not there, will you?",tell you what mcoy said you might put down my name at the funeral will you id like to go but i mightnt be able you see theres a drowning case at sandycove may turn up and then the coroner and myself would have to go down if the body is found you just shove in my name if im not there will you
"--I'll do that, Mr Bloom said, moving to get off. That'll be all right.",ill do that mr bloom said moving to get off thatll be all right
"--Right, M'Coy said brightly. Thanks, old man. I'd go if I possibly could. Well, tolloll. Just C. P. M'Coy will do.",right mcoy said brightly thanks old man id go if i possibly could well tolloll just c p mcoy will do
"--That will be done, Mr Bloom answered firmly.",that will be done mr bloom answered firmly
"Didn't catch me napping that wheeze. The quick touch. Soft mark. I'd like my job. Valise I have a particular fancy for. Leather. Capped corners, rivetted edges, double action lever lock. Bob Cowley lent him his for the Wicklow regatta concert last year and never heard tidings of it from that good day to this.",didnt catch me napping that wheeze the quick touch soft mark id like my job valise i have a particular fancy for leather capped corners rivetted edges double action lever lock bob cowley lent him his for the wicklow regatta concert last year and never heard tidings of it from that good day to this
"Mr Bloom, strolling towards Brunswick street, smiled. My missus has just got an. Reedy freckled soprano. Cheeseparing nose. Nice enough in its way: for a little ballad. No guts in it. You and me, don't you know: in the same boat. Softsoaping. Give you the needle that would. Can't he hear the difference? Think he's that way inclined a bit. Against my grain somehow. Thought that Belfast would fetch him. I hope that smallpox up there doesn't get worse. Suppose she wouldn't let herself be vaccinated again. Your wife and my wife.",mr bloom strolling towards brunswick street smiled my missus has just got an reedy freckled soprano cheeseparing nose nice enough in its way for a little ballad no guts in it you and me dont you know in the same boat softsoaping give you the needle that would cant he hear the difference think hes that way inclined a bit against my grain somehow thought that belfast would fetch him i hope that smallpox up there doesnt get worse suppose she wouldnt let herself be vaccinated again your wife and my wife
Wonder is he pimping after me?,wonder is he pimping after me
"Mr Bloom stood at the corner, his eyes wandering over the multicoloured hoardings. Cantrell and Cochrane's Ginger Ale (Aromatic). Clery's Summer Sale. No, he's going on straight. Hello. _Leah_ tonight. Mrs Bandmann Palmer. Like to see her again in that. _Hamlet_ she played last night. Male impersonator. Perhaps he was a woman. Why Ophelia committed suicide. Poor papa! How he used to talk of Kate Bateman in that. Outside the Adelphi in London waited all the afternoon to get in. Year before I was born that was: sixtyfive. And Ristori in Vienna. What is this the right name is? By Mosenthal it is. Rachel, is it? No. The scene he was always talking about where the old blind Abraham recognises the voice and puts his fingers on his face.",mr bloom stood at the corner his eyes wandering over the multicoloured hoardings cantrell and cochranes ginger ale aromatic clerys summer sale no hes going on straight hello leah tonight mrs bandmann palmer like to see her again in that hamlet she played last night male impersonator perhaps he was a woman why ophelia committed suicide poor papa how he used to talk of kate bateman in that outside the adelphi in london waited all the afternoon to get in year before i was born that was sixtyfive and ristori in vienna what is this the right name is by mosenthal it is rachel is it no the scene he was always talking about where the old blind abraham recognises the voice and puts his fingers on his face
"Nathan's voice! His son's voice! I hear the voice of Nathan who left his father to die of grief and misery in my arms, who left the house of his father and left the God of his father.",nathans voice his sons voice i hear the voice of nathan who left his father to die of grief and misery in my arms who left the house of his father and left the god of his father
"Every word is so deep, Leopold.",every word is so deep leopold
"Poor papa! Poor man! I'm glad I didn't go into the room to look at his face. That day! O, dear! O, dear! Ffoo! Well, perhaps it was best for him.",poor papa poor man im glad i didnt go into the room to look at his face that day o dear o dear ffoo well perhaps it was best for him
Mr Bloom went round the corner and passed the drooping nags of the hazard. No use thinking of it any more. Nosebag time. Wish I hadn't met that M'Coy fellow.,mr bloom went round the corner and passed the drooping nags of the hazard no use thinking of it any more nosebag time wish i hadnt met that mcoy fellow
"He came nearer and heard a crunching of gilded oats, the gently champing teeth. Their full buck eyes regarded him as he went by, amid the sweet oaten reek of horsepiss. Their Eldorado. Poor jugginses! Damn all they know or care about anything with their long noses stuck in nosebags. Too full for words. Still they get their feed all right and their doss. Gelded too: a stump of black guttapercha wagging limp between their haunches. Might be happy all the same that way. Good poor brutes they look. Still their neigh can be very irritating.",he came nearer and heard a crunching of gilded oats the gently champing teeth their full buck eyes regarded him as he went by amid the sweet oaten reek of horsepiss their eldorado poor jugginses damn all they know or care about anything with their long noses stuck in nosebags too full for words still they get their feed all right and their doss gelded too a stump of black guttapercha wagging limp between their haunches might be happy all the same that way good poor brutes they look still their neigh can be very irritating
He drew the letter from his pocket and folded it into the newspaper he carried. Might just walk into her here. The lane is safer.,he drew the letter from his pocket and folded it into the newspaper he carried might just walk into her here the lane is safer
"He passed the cabman's shelter. Curious the life of drifting cabbies. All weathers, all places, time or setdown, no will of their own. _Voglio e non_. Like to give them an odd cigarette. Sociable. Shout a few flying syllables as they pass. He hummed:",he passed the cabmans shelter curious the life of drifting cabbies all weathers all places time or setdown no will of their own voglio e non like to give them an odd cigarette sociable shout a few flying syllables as they pass he hummed
     _La ci darem la mano      La la lala la la._, la ci darem la mano la la lala la la
"He turned into Cumberland street and, going on some paces, halted in the lee of the station wall. No-one. Meade's timberyard. Piled balks. Ruins and tenements. With careful tread he passed over a hopscotch court with its forgotten pickeystone. Not a sinner. Near the timberyard a squatted child at marbles, alone, shooting the taw with a cunnythumb. A wise tabby, a blinking sphinx, watched from her warm sill. Pity to disturb them. Mohammed cut a piece out of his mantle not to wake her. Open it. And once I played marbles when I went to that old dame's school. She liked mignonette. Mrs Ellis's. And Mr? He opened the letter within the newspaper.",he turned into cumberland street and going on some paces halted in the lee of the station wall noone meades timberyard piled balks ruins and tenements with careful tread he passed over a hopscotch court with its forgotten pickeystone not a sinner near the timberyard a squatted child at marbles alone shooting the taw with a cunnythumb a wise tabby a blinking sphinx watched from her warm sill pity to disturb them mohammed cut a piece out of his mantle not to wake her open it and once i played marbles when i went to that old dames school she liked mignonette mrs elliss and mr he opened the letter within the newspaper
A flower. I think it's a. A yellow flower with flattened petals. Not annoyed then? What does she say?,a flower i think its a a yellow flower with flattened petals not annoyed then what does she say
Dear Henry,dear henry
"I got your last letter to me and thank you very much for it. I am sorry you did not like my last letter. Why did you enclose the stamps? I am awfully angry with you. I do wish I could punish you for that. I called you naughty boy because I do not like that other world. Please tell me what is the real meaning of that word? Are you not happy in your home you poor little naughty boy? I do wish I could do something for you. Please tell me what you think of poor me. I often think of the beautiful name you have. Dear Henry, when will we meet? I think of you so often you have no idea. I have never felt myself so much drawn to a man as you. I feel so bad about. Please write me a long letter and tell me more. Remember if you do not I will punish you. So now you know what I will do to you, you naughty boy, if you do not wrote. O how I long to meet you. Henry dear, do not deny my request before my patience are exhausted. Then I will tell you all. Goodbye now, naughty darling, I have such a bad headache. today. and write _by return_ to your longing",i got your last letter to me and thank you very much for it i am sorry you did not like my last letter why did you enclose the stamps i am awfully angry with you i do wish i could punish you for that i called you naughty boy because i do not like that other world please tell me what is the real meaning of that word are you not happy in your home you poor little naughty boy i do wish i could do something for you please tell me what you think of poor me i often think of the beautiful name you have dear henry when will we meet i think of you so often you have no idea i have never felt myself so much drawn to a man as you i feel so bad about please write me a long letter and tell me more remember if you do not i will punish you so now you know what i will do to you you naughty boy if you do not wrote o how i long to meet you henry dear do not deny my request before my patience are exhausted then i will tell you all goodbye now naughty darling i have such a bad headache today and write by return to your longing
Martha,martha
P. S. Do tell me what kind of perfume does your wife use. I want to know.,p s do tell me what kind of perfume does your wife use i want to know
"He tore the flower gravely from its pinhold smelt its almost no smell and placed it in his heart pocket. Language of flowers. They like it because no-one can hear. Or a poison bouquet to strike him down. Then walking slowly forward he read the letter again, murmuring here and there a word. Angry tulips with you darling manflower punish your cactus if you don't please poor forgetmenot how I long violets to dear roses when we soon anemone meet all naughty nightstalk wife Martha's perfume. Having read it all he took it from the newspaper and put it back in his sidepocket.",he tore the flower gravely from its pinhold smelt its almost no smell and placed it in his heart pocket language of flowers they like it because noone can hear or a poison bouquet to strike him down then walking slowly forward he read the letter again murmuring here and there a word angry tulips with you darling manflower punish your cactus if you dont please poor forgetmenot how i long violets to dear roses when we soon anemone meet all naughty nightstalk wife marthas perfume having read it all he took it from the newspaper and put it back in his sidepocket
"Weak joy opened his lips. Changed since the first letter. Wonder did she wrote it herself. Doing the indignant: a girl of good family like me, respectable character. Could meet one Sunday after the rosary. Thank you: not having any. Usual love scrimmage. Then running round corners. Bad as a row with Molly. Cigar has a cooling effect. Narcotic. Go further next time. Naughty boy: punish: afraid of words, of course. Brutal, why not? Try it anyhow. A bit at a time.",weak joy opened his lips changed since the first letter wonder did she wrote it herself doing the indignant a girl of good family like me respectable character could meet one sunday after the rosary thank you not having any usual love scrimmage then running round corners bad as a row with molly cigar has a cooling effect narcotic go further next time naughty boy punish afraid of words of course brutal why not try it anyhow a bit at a time
"Fingering still the letter in his pocket he drew the pin out of it. Common pin, eh? He threw it on the road. Out of her clothes somewhere: pinned together. Queer the number of pins they always have. No roses without thorns.",fingering still the letter in his pocket he drew the pin out of it common pin eh he threw it on the road out of her clothes somewhere pinned together queer the number of pins they always have no roses without thorns
"Flat Dublin voices bawled in his head. Those two sluts that night in the Coombe, linked together in the rain.",flat dublin voices bawled in his head those two sluts that night in the coombe linked together in the rain
"     _O, Mary lost the pin of her drawers.      She didn't know what to do      To keep it up      To keep it up._", o mary lost the pin of her drawers she didnt know what to do to keep it up to keep it up
It? Them. Such a bad headache. Has her roses probably. Or sitting all day typing. Eyefocus bad for stomach nerves. What perfume does your wife use. Now could you make out a thing like that?,it them such a bad headache has her roses probably or sitting all day typing eyefocus bad for stomach nerves what perfume does your wife use now could you make out a thing like that
     _To keep it up._, to keep it up
"Martha, Mary. I saw that picture somewhere I forget now old master or faked for money. He is sitting in their house, talking. Mysterious. Also the two sluts in the Coombe would listen.",martha mary i saw that picture somewhere i forget now old master or faked for money he is sitting in their house talking mysterious also the two sluts in the coombe would listen
     _To keep it up._, to keep it up
"Nice kind of evening feeling. No more wandering about. Just loll there: quiet dusk: let everything rip. Forget. Tell about places you have been, strange customs. The other one, jar on her head, was getting the supper: fruit, olives, lovely cool water out of a well, stonecold like the hole in the wall at Ashtown. Must carry a paper goblet next time I go to the trottingmatches. She listens with big dark soft eyes. Tell her: more and more: all. Then a sigh: silence. Long long long rest.",nice kind of evening feeling no more wandering about just loll there quiet dusk let everything rip forget tell about places you have been strange customs the other one jar on her head was getting the supper fruit olives lovely cool water out of a well stonecold like the hole in the wall at ashtown must carry a paper goblet next time i go to the trottingmatches she listens with big dark soft eyes tell her more and more all then a sigh silence long long long rest
"Going under the railway arch he took out the envelope, tore it swiftly in shreds and scattered them towards the road. The shreds fluttered away, sank in the dank air: a white flutter, then all sank.",going under the railway arch he took out the envelope tore it swiftly in shreds and scattered them towards the road the shreds fluttered away sank in the dank air a white flutter then all sank
"Henry Flower. You could tear up a cheque for a hundred pounds in the same way. Simple bit of paper. Lord Iveagh once cashed a sevenfigure cheque for a million in the bank of Ireland. Shows you the money to be made out of porter. Still the other brother lord Ardilaun has to change his shirt four times a day, they say. Skin breeds lice or vermin. A million pounds, wait a moment. Twopence a pint, fourpence a quart, eightpence a gallon of porter, no, one and fourpence a gallon of porter. One and four into twenty: fifteen about. Yes, exactly. Fifteen millions of barrels of porter.",henry flower you could tear up a cheque for a hundred pounds in the same way simple bit of paper lord iveagh once cashed a sevenfigure cheque for a million in the bank of ireland shows you the money to be made out of porter still the other brother lord ardilaun has to change his shirt four times a day they say skin breeds lice or vermin a million pounds wait a moment twopence a pint fourpence a quart eightpence a gallon of porter no one and fourpence a gallon of porter one and four into twenty fifteen about yes exactly fifteen millions of barrels of porter
What am I saying barrels? Gallons. About a million barrels all the same.,what am i saying barrels gallons about a million barrels all the same
"An incoming train clanked heavily above his head, coach after coach. Barrels bumped in his head: dull porter slopped and churned inside. The bungholes sprang open and a huge dull flood leaked out, flowing together, winding through mudflats all over the level land, a lazy pooling swirl of liquor bearing along wideleaved flowers of its froth.",an incoming train clanked heavily above his head coach after coach barrels bumped in his head dull porter slopped and churned inside the bungholes sprang open and a huge dull flood leaked out flowing together winding through mudflats all over the level land a lazy pooling swirl of liquor bearing along wideleaved flowers of its froth
"He had reached the open backdoor of All Hallows. Stepping into the porch he doffed his hat, took the card from his pocket and tucked it again behind the leather headband. Damn it. I might have tried to work M'Coy for a pass to Mullingar.",he had reached the open backdoor of all hallows stepping into the porch he doffed his hat took the card from his pocket and tucked it again behind the leather headband damn it i might have tried to work mcoy for a pass to mullingar
"Same notice on the door. Sermon by the very reverend John Conmee S.J. on saint Peter Claver S.J. and the African Mission. Prayers for the conversion of Gladstone they had too when he was almost unconscious. The protestants are the same. Convert Dr William J. Walsh D.D. to the true religion. Save China's millions. Wonder how they explain it to the heathen Chinee. Prefer an ounce of opium. Celestials. Rank heresy for them. Buddha their god lying on his side in the museum. Taking it easy with hand under his cheek. Josssticks burning. Not like Ecce Homo. Crown of thorns and cross. Clever idea Saint Patrick the shamrock. Chopsticks? Conmee: Martin Cunningham knows him: distinguishedlooking. Sorry I didn't work him about getting Molly into the choir instead of that Father Farley who looked a fool but wasn't. They're taught that. He's not going out in bluey specs with the sweat rolling off him to baptise blacks, is he? The glasses would take their fancy, flashing. Like to see them sitting round in a ring with blub lips, entranced, listening. Still life. Lap it up like milk, I suppose.",same notice on the door sermon by the very reverend john conmee sj on saint peter claver sj and the african mission prayers for the conversion of gladstone they had too when he was almost unconscious the protestants are the same convert dr william j walsh dd to the true religion save chinas millions wonder how they explain it to the heathen chinee prefer an ounce of opium celestials rank heresy for them buddha their god lying on his side in the museum taking it easy with hand under his cheek josssticks burning not like ecce homo crown of thorns and cross clever idea saint patrick the shamrock chopsticks conmee martin cunningham knows him distinguishedlooking sorry i didnt work him about getting molly into the choir instead of that father farley who looked a fool but wasnt theyre taught that hes not going out in bluey specs with the sweat rolling off him to baptise blacks is he the glasses would take their fancy flashing like to see them sitting round in a ring with blub lips entranced listening still life lap it up like milk i suppose
"The cold smell of sacred stone called him. He trod the worn steps, pushed the swingdoor and entered softly by the rere.",the cold smell of sacred stone called him he trod the worn steps pushed the swingdoor and entered softly by the rere
"Something going on: some sodality. Pity so empty. Nice discreet place to be next some girl. Who is my neighbour? Jammed by the hour to slow music. That woman at midnight mass. Seventh heaven. Women knelt in the benches with crimson halters round their necks, heads bowed. A batch knelt at the altarrails. The priest went along by them, murmuring, holding the thing in his hands. He stopped at each, took out a communion, shook a drop or two (are they in water?) off it and put it neatly into her mouth. Her hat and head sank. Then the next one. Her hat sank at once. Then the next one: a small old woman. The priest bent down to put it into her mouth, murmuring all the time. Latin. The next one. Shut your eyes and open your mouth. What? _Corpus:_ body. Corpse. Good idea the Latin. Stupefies them first. Hospice for the dying. They don't seem to chew it: only swallow it down. Rum idea: eating bits of a corpse. Why the cannibals cotton to it.",something going on some sodality pity so empty nice discreet place to be next some girl who is my neighbour jammed by the hour to slow music that woman at midnight mass seventh heaven women knelt in the benches with crimson halters round their necks heads bowed a batch knelt at the altarrails the priest went along by them murmuring holding the thing in his hands he stopped at each took out a communion shook a drop or two are they in water off it and put it neatly into her mouth her hat and head sank then the next one her hat sank at once then the next one a small old woman the priest bent down to put it into her mouth murmuring all the time latin the next one shut your eyes and open your mouth what corpus body corpse good idea the latin stupefies them first hospice for the dying they dont seem to chew it only swallow it down rum idea eating bits of a corpse why the cannibals cotton to it
"He stood aside watching their blind masks pass down the aisle, one by one, and seek their places. He approached a bench and seated himself in its corner, nursing his hat and newspaper. These pots we have to wear. We ought to have hats modelled on our heads. They were about him here and there, with heads still bowed in their crimson halters, waiting for it to melt in their stomachs. Something like those mazzoth: it's that sort of bread: unleavened shewbread. Look at them. Now I bet it makes them feel happy. Lollipop. It does. Yes, bread of angels it's called. There's a big idea behind it, kind of kingdom of God is within you feel. First communicants. Hokypoky penny a lump. Then feel all like one family party, same in the theatre, all in the same swim. They do. I'm sure of that. Not so lonely. In our confraternity. Then come out a bit spreeish. Let off steam. Thing is if you really believe in it. Lourdes cure, waters of oblivion, and the Knock apparition, statues bleeding. Old fellow asleep near that confessionbox. Hence those snores. Blind faith. Safe in the arms of kingdom come. Lulls all pain. Wake this time next year.",he stood aside watching their blind masks pass down the aisle one by one and seek their places he approached a bench and seated himself in its corner nursing his hat and newspaper these pots we have to wear we ought to have hats modelled on our heads they were about him here and there with heads still bowed in their crimson halters waiting for it to melt in their stomachs something like those mazzoth its that sort of bread unleavened shewbread look at them now i bet it makes them feel happy lollipop it does yes bread of angels its called theres a big idea behind it kind of kingdom of god is within you feel first communicants hokypoky penny a lump then feel all like one family party same in the theatre all in the same swim they do im sure of that not so lonely in our confraternity then come out a bit spreeish let off steam thing is if you really believe in it lourdes cure waters of oblivion and the knock apparition statues bleeding old fellow asleep near that confessionbox hence those snores blind faith safe in the arms of kingdom come lulls all pain wake this time next year
"He saw the priest stow the communion cup away, well in, and kneel an instant before it, showing a large grey bootsole from under the lace affair he had on. Suppose he lost the pin of his. He wouldn't know what to do to. Bald spot behind. Letters on his back: I.N.R.I? No: I.H.S. Molly told me one time I asked her. I have sinned: or no: I have suffered, it is. And the other one? Iron nails ran in.",he saw the priest stow the communion cup away well in and kneel an instant before it showing a large grey bootsole from under the lace affair he had on suppose he lost the pin of his he wouldnt know what to do to bald spot behind letters on his back inri no ihs molly told me one time i asked her i have sinned or no i have suffered it is and the other one iron nails ran in
"Meet one Sunday after the rosary. Do not deny my request. Turn up with a veil and black bag. Dusk and the light behind her. She might be here with a ribbon round her neck and do the other thing all the same on the sly. Their character. That fellow that turned queen's evidence on the invincibles he used to receive the, Carey was his name, the communion every morning. This very church. Peter Carey, yes. No, Peter Claver I am thinking of. Denis Carey. And just imagine that. Wife and six children at home. And plotting that murder all the time. Those crawthumpers, now that's a good name for them, there's always something shiftylooking about them. They're not straight men of business either. O, no, she's not here: the flower: no, no. By the way, did I tear up that envelope? Yes: under the bridge.",meet one sunday after the rosary do not deny my request turn up with a veil and black bag dusk and the light behind her she might be here with a ribbon round her neck and do the other thing all the same on the sly their character that fellow that turned queens evidence on the invincibles he used to receive the carey was his name the communion every morning this very church peter carey yes no peter claver i am thinking of denis carey and just imagine that wife and six children at home and plotting that murder all the time those crawthumpers now thats a good name for them theres always something shiftylooking about them theyre not straight men of business either o no shes not here the flower no no by the way did i tear up that envelope yes under the bridge
"The priest was rinsing out the chalice: then he tossed off the dregs smartly. Wine. Makes it more aristocratic than for example if he drank what they are used to Guinness's porter or some temperance beverage Wheatley's Dublin hop bitters or Cantrell and Cochrane's ginger ale (aromatic). Doesn't give them any of it: shew wine: only the other. Cold comfort. Pious fraud but quite right: otherwise they'd have one old booser worse than another coming along, cadging for a drink. Queer the whole atmosphere of the. Quite right. Perfectly right that is.",the priest was rinsing out the chalice then he tossed off the dregs smartly wine makes it more aristocratic than for example if he drank what they are used to guinnesss porter or some temperance beverage wheatleys dublin hop bitters or cantrell and cochranes ginger ale aromatic doesnt give them any of it shew wine only the other cold comfort pious fraud but quite right otherwise theyd have one old booser worse than another coming along cadging for a drink queer the whole atmosphere of the quite right perfectly right that is
"Mr Bloom looked back towards the choir. Not going to be any music. Pity. Who has the organ here I wonder? Old Glynn he knew how to make that instrument talk, the _vibrato_: fifty pounds a year they say he had in Gardiner street. Molly was in fine voice that day, the _Stabat Mater_ of Rossini. Father Bernard Vaughan's sermon first. Christ or Pilate? Christ, but don't keep us all night over it. Music they wanted. Footdrill stopped. Could hear a pin drop. I told her to pitch her voice against that corner. I could feel the thrill in the air, the full, the people looking up:",mr bloom looked back towards the choir not going to be any music pity who has the organ here i wonder old glynn he knew how to make that instrument talk the vibrato fifty pounds a year they say he had in gardiner street molly was in fine voice that day the stabat mater of rossini father bernard vaughans sermon first christ or pilate christ but dont keep us all night over it music they wanted footdrill stopped could hear a pin drop i told her to pitch her voice against that corner i could feel the thrill in the air the full the people looking up
_Quis est homo._,quis est homo
"Some of that old sacred music splendid. Mercadante: seven last words. Mozart's twelfth mass: _Gloria_ in that. Those old popes keen on music, on art and statues and pictures of all kinds. Palestrina for example too. They had a gay old time while it lasted. Healthy too, chanting, regular hours, then brew liqueurs. Benedictine. Green Chartreuse. Still, having eunuchs in their choir that was coming it a bit thick. What kind of voice is it? Must be curious to hear after their own strong basses. Connoisseurs. Suppose they wouldn't feel anything after. Kind of a placid. No worry. Fall into flesh, don't they? Gluttons, tall, long legs. Who knows? Eunuch. One way out of it.",some of that old sacred music splendid mercadante seven last words mozarts twelfth mass gloria in that those old popes keen on music on art and statues and pictures of all kinds palestrina for example too they had a gay old time while it lasted healthy too chanting regular hours then brew liqueurs benedictine green chartreuse still having eunuchs in their choir that was coming it a bit thick what kind of voice is it must be curious to hear after their own strong basses connoisseurs suppose they wouldnt feel anything after kind of a placid no worry fall into flesh dont they gluttons tall long legs who knows eunuch one way out of it
"He saw the priest bend down and kiss the altar and then face about and bless all the people. All crossed themselves and stood up. Mr Bloom glanced about him and then stood up, looking over the risen hats. Stand up at the gospel of course. Then all settled down on their knees again and he sat back quietly in his bench. The priest came down from the altar, holding the thing out from him, and he and the massboy answered each other in Latin. Then the priest knelt down and began to read off a card:",he saw the priest bend down and kiss the altar and then face about and bless all the people all crossed themselves and stood up mr bloom glanced about him and then stood up looking over the risen hats stand up at the gospel of course then all settled down on their knees again and he sat back quietly in his bench the priest came down from the altar holding the thing out from him and he and the massboy answered each other in latin then the priest knelt down and began to read off a card
"--O God, our refuge and our strength...",o god our refuge and our strength
"Mr Bloom put his face forward to catch the words. English. Throw them the bone. I remember slightly. How long since your last mass? Glorious and immaculate virgin. Joseph, her spouse. Peter and Paul. More interesting if you understood what it was all about. Wonderful organisation certainly, goes like clockwork. Confession. Everyone wants to. Then I will tell you all. Penance. Punish me, please. Great weapon in their hands. More than doctor or solicitor. Woman dying to. And I schschschschschsch. And did you chachachachacha? And why did you? Look down at her ring to find an excuse. Whispering gallery walls have ears. Husband learn to his surprise. God's little joke. Then out she comes. Repentance skindeep. Lovely shame. Pray at an altar. Hail Mary and Holy Mary. Flowers, incense, candles melting. Hide her blushes. Salvation army blatant imitation. Reformed prostitute will address the meeting. How I found the Lord. Squareheaded chaps those must be in Rome: they work the whole show. And don't they rake in the money too? Bequests also: to the P.P. for the time being in his absolute discretion. Masses for the repose of my soul to be said publicly with open doors. Monasteries and convents. The priest in that Fermanagh will case in the witnessbox. No browbeating him. He had his answer pat for everything. Liberty and exaltation of our holy mother the church. The doctors of the church: they mapped out the whole theology of it.",mr bloom put his face forward to catch the words english throw them the bone i remember slightly how long since your last mass glorious and immaculate virgin joseph her spouse peter and paul more interesting if you understood what it was all about wonderful organisation certainly goes like clockwork confession everyone wants to then i will tell you all penance punish me please great weapon in their hands more than doctor or solicitor woman dying to and i schschschschschsch and did you chachachachacha and why did you look down at her ring to find an excuse whispering gallery walls have ears husband learn to his surprise gods little joke then out she comes repentance skindeep lovely shame pray at an altar hail mary and holy mary flowers incense candles melting hide her blushes salvation army blatant imitation reformed prostitute will address the meeting how i found the lord squareheaded chaps those must be in rome they work the whole show and dont they rake in the money too bequests also to the pp for the time being in his absolute discretion masses for the repose of my soul to be said publicly with open doors monasteries and convents the priest in that fermanagh will case in the witnessbox no browbeating him he had his answer pat for everything liberty and exaltation of our holy mother the church the doctors of the church they mapped out the whole theology of it
The priest prayed:,the priest prayed
"--Blessed Michael, archangel, defend us in the hour of conflict. Be our safeguard against the wickedness and snares of the devil (may God restrain him, we humbly pray!): and do thou, O prince of the heavenly host, by the power of God thrust Satan down to hell and with him those other wicked spirits who wander through the world for the ruin of souls.",blessed michael archangel defend us in the hour of conflict be our safeguard against the wickedness and snares of the devil may god restrain him we humbly pray and do thou o prince of the heavenly host by the power of god thrust satan down to hell and with him those other wicked spirits who wander through the world for the ruin of souls
The priest and the massboy stood up and walked off. All over. The women remained behind: thanksgiving.,the priest and the massboy stood up and walked off all over the women remained behind thanksgiving
Better be shoving along. Brother Buzz. Come around with the plate perhaps. Pay your Easter duty.,better be shoving along brother buzz come around with the plate perhaps pay your easter duty
"He stood up. Hello. Were those two buttons of my waistcoat open all the time? Women enjoy it. Never tell you. But we. Excuse, miss, there's a (whh!) just a (whh!) fluff. Or their skirt behind, placket unhooked. Glimpses of the moon. Annoyed if you don't. Why didn't you tell me before. Still like you better untidy. Good job it wasn't farther south. He passed, discreetly buttoning, down the aisle and out through the main door into the light. He stood a moment unseeing by the cold black marble bowl while before him and behind two worshippers dipped furtive hands in the low tide of holy water. Trams: a car of Prescott's dyeworks: a widow in her weeds. Notice because I'm in mourning myself. He covered himself. How goes the time? Quarter past. Time enough yet. Better get that lotion made up. Where is this? Ah yes, the last time. Sweny's in Lincoln place. Chemists rarely move. Their green and gold beaconjars too heavy to stir. Hamilton Long's, founded in the year of the flood. Huguenot churchyard near there. Visit some day.",he stood up hello were those two buttons of my waistcoat open all the time women enjoy it never tell you but we excuse miss theres a whh just a whh fluff or their skirt behind placket unhooked glimpses of the moon annoyed if you dont why didnt you tell me before still like you better untidy good job it wasnt farther south he passed discreetly buttoning down the aisle and out through the main door into the light he stood a moment unseeing by the cold black marble bowl while before him and behind two worshippers dipped furtive hands in the low tide of holy water trams a car of prescotts dyeworks a widow in her weeds notice because im in mourning myself he covered himself how goes the time quarter past time enough yet better get that lotion made up where is this ah yes the last time swenys in lincoln place chemists rarely move their green and gold beaconjars too heavy to stir hamilton longs founded in the year of the flood huguenot churchyard near there visit some day
"He walked southward along Westland row. But the recipe is in the other trousers. O, and I forgot that latchkey too. Bore this funeral affair. O well, poor fellow, it's not his fault. When was it I got it made up last? Wait. I changed a sovereign I remember. First of the month it must have been or the second. O, he can look it up in the prescriptions book.",he walked southward along westland row but the recipe is in the other trousers o and i forgot that latchkey too bore this funeral affair o well poor fellow its not his fault when was it i got it made up last wait i changed a sovereign i remember first of the month it must have been or the second o he can look it up in the prescriptions book
